,taxon_name,marine
1933,Juniperus phoenicea,False
1934,Juniperus thurifera,False
1935,Jynx torquilla,False
1936,Kallymenia patens,True
1937,Kallymenia spathulata,True
1938,Kickxia spuria,False
1939,Kirbya moerens,False
1940,Kirchenpaueria halecioides,True
1941,Kirchenpaueria pinnata,True
1942,Koellikerina fasciculata,True
1943,Koelreuteria paniculata,False
1944,Kyphosus saltatrix,True
1945,Labidura riparia,False
1946,Labrisomus nuchipinnis,True
1947,Labroides dimidiatus,True
1948,Labrus,True
1949,Labrus bergylta,True
1950,Labrus merula,True
1951,Labrus mixtus,True
1952,Labrus viridis,True
1953,Lachnaia pubescens,False
1954,Lachnaia sexpunctata,False
1955,Lachnaia tristigma,False
1956,Lacon punctatus,False
1957,Laetiporus sulphureus,False
1958,Laetmonice hystrix,True
1959,Laevicardium crassum,True
1960,Laevicardium oblongum,True
1961,Lagocephalus lagocephalus,True
1962,Lagria hirta,False
1963,Lagurus ovatus,False
1964,Lajonkairia lajonkairii,True
1965,Lamarckia aurea,False
1966,Lamellaria latens,True
1967,Lamellaria perspicua,True
1968,Lamium amplexicaule,False
1969,Lamium purpureum,False
1970,Lampides boeticus,False
1971,Lampyris noctiluca,False
1972,Lanice conchilega,True
1973,Lanius collurio,False
1974,Lanius senator,False
1975,Lantana camara,False
1976,Lantana montevidensis,False
1977,Laona ventricosa,True
1978,Larosterna inca,True
1979,Larus cachinnans,True
1980,Larus dominicanus,True
1981,Larus fuscus,True
1982,Larus hyperboreus,True
1983,Larus michahellis,True
1984,Lasiocampa quercus,False
1985,Lasioglossum,False
1986,Lasiommata megera,False
1987,Lathraea squamaria,False
1988,Lathyrus clymenum,False
1989,Lathyrus tingitanus,False
1990,Latreutes fucorum,True
1991,Laurencia,True
1992,Laurencia epiphylla,True
1993,Lauria cylindracea,False
1994,Laurus nobilis,False
1995,Lavandula angustifolia,False
1996,Lavandula latifolia,False
1997,Lavandula stoechas,False
1998,Lavatera olbia,False
1999,Learchis poica,True
2000,Lecania turicensis,False
2001,Lecanora campestris,True
2002,Leccinellum lepidum,False
2003,Legnotus limbosus,False
2004,Legousia speculum-veneris,False
2005,Lehmannia valentiana,False
2006,Leiothrix lutea,False
2007,Leodice torquata,True
2008,Leopoldia comosa,False
2009,Lepadogaster candolii,True
2010,Lepadogaster lepadogaster,True
2011,Lepadogaster purpurea,True
2012,Lepas anatifera,True
2013,Lepas pectinata,True
2014,Lepidium draba,False
2015,Lepidochitona caprearum,True
2016,Lepidonotus,True
2017,Lepidonotus clava,True
2018,Lepidopleurus cajetanus,True
2019,Lepisma saccharina,False
2020,Leptidea sinapis,False
2021,Leptinotarsa decemlineata,False
2022,Leptochiton algesirensis,True
2023,Leptoglossus occidentalis,False
2024,Leptogorgia ruberrima,True
2025,Leptogorgia sarmentosa,True
2026,Leptogorgia viminalis,True
2027,Leptomysis,True
2028,Leptomysis mediterranea,True
2029,Leptophyes punctatissima,False
2030,Leptoplana tremellaris,True
2031,Leptopsammia pruvoti,True
2032,Leptotes pirithous,False
2033,Leptura maculata,False
2034,Lessonia rufa,False
2035,Lestes viridis,False
2036,Leuckartiara octona,True
2037,Leucoagaricus leucothites,False
2038,Leucocephalonemertes aurantiaca,True
2039,Leucosolenia,True
2040,Leucothea multicornis,True
2041,Leucothoe,True
2042,Leucothoe richiardii,True
2043,Liagora distenta,True
2044,Liagora viscida,True
2045,Libelloides cunii,False
2046,Libythea celtis,False
2047,Lichia amia,True
2048,Ligia italica,False
2049,Ligia oceanica,True
2050,Ligustrum lucidum,False
2051,Ligustrum vulgare,False
2052,Lilium martagon,False
2053,Lima lima,True
2054,Limacella furnacea,False
2055,Limacia clavigera,True
2056,Limacia inesae,True
2057,Limacus flavus,False
2058,Limapontia capitata,True
2059,Limapontia senestra,True
2060,Limaria hians,True
2061,Limaria tuberculata,True
2062,Limax cinereoniger,False
2063,Limenandra nodosa,True
2064,Limenitis camilla,False
2065,Limenitis reducta,False
2066,Limodorum abortivum,False
2067,Limonia nubeculosa,False
2068,Limosa limosa,False
2069,Linaria alpina,False
2070,Linaria cannabina,False
2071,Linaria supina,False
2072,Linckia multifora,True
2073,Lineus grubei,True
2074,Lineus longissimus,True
2075,Linum maritimum,False
2076,Linum suffruticosum,False
2077,Linum usitatissimum,False
2078,Liocarcinus corrugatus,True
2079,Liocarcinus vernalis,True
2080,Liocarcinus zariquieyi,True
2081,Liophloeothrips cecidii,False
2082,Lipophrys trigloides,True
2083,Lissa chiragra,True
2084,Lissoclinum,True
2085,Lissoclinum perforatum,True
2086,Lissoclinum weigelei,True
2087,Lithobates catesbeianus,False
2088,Lithodora fruticosa,False
2089,Lithognathus mormyrus,True
2090,Lithophaga lithophaga,True
2091,Lithophyllum,True
2092,Lithophyllum byssoides,True
2093,Lithophyllum cabiochiae,True
2094,Lithophyllum dentatum,True
2095,Lithophyllum incrustans,True
2096,Lithophyllum papillosum,True
2097,Lithophyllum racemus,True
2098,Lithospermum officinale,False
2099,Lithothamnion corallioides,True
2100,Littorina obtusata,True
2101,Lixus angustatus,False
2102,Lixus pulverulentus,False
2103,Lobophora canariensis,True
2104,Lobophora variegata,True
2105,Loboptera decipiens,False
2106,Lobularia maritima,False
2107,Locusta migratoria,False
2108,Locusta migratoria cinerascens,False
2109,Loligo forbesii,True
2110,Loligo vulgaris,True
2111,Lomanotus marmoratus,True
2112,Lomentaria articulata,True
2113,Lonicera implexa,False
2114,Lonicera japonica,False
2115,Lonicera xylosteum,False
2116,Lophius budegassa,True
2117,Lophius piscatorius,True
2118,Lophophanes cristatus,False
2119,Lophyra flexuosa,False
2120,Lophyra flexuosa flexuosa,False
2121,Loripes,True
2122,Loripes lacteus,True
2123,Loripes orbiculatus,True
2124,Lotus corniculatus,False
2125,Loxostege sticticalis,False
2126,Lucanus barbarossa,False
2127,Lucilia caesar,False
2128,Lucilia sericata,False
2129,Luidia ciliaris,True
2130,Luisella babai,True
2131,Lullula arborea,False
2132,Lumbricus terrestris,False
2133,Lumbrinereis,True
2134,Lunaria annua,False
2135,Lunularia cruciata,False
2136,Luria lurida,True
2137,Luronium natans,False
2138,Luscinia megarhynchos,False
2139,Lutjanus kasmira,True
2140,Lutra lutra,True
2141,Lutraria lutraria,True
2142,Lycaena alciphron,False
2143,Lycaena phlaeas,False
2144,Lycaena virgaureae,False
2145,Lycalopex culpaeus andinus,False
2146,Lycia hirtaria,False
2147,Lycoperdon echinatum,False
2148,Lycoperdon utriforme,False
2149,Lycosa tarantula,False
2150,Lygaeosoma sardeum,False
2151,Lygaeus equestris,False
2152,Lygdamis wirtzi,True
2153,Lymantria dispar,False
2154,Lymantria monacha,False
2155,Lymnaea stagnalis,True
2156,Lyophyllum littoralis,False
2157,Lysandra bellargus,False
2158,Lysmata grabhami,True
2159,Lysmata nilita,True
2160,Lysmata seticaudata,True
2161,Lythrum salicaria,False
2162,Maasella edwardsi,False
2163,Macaca fascicularis,False
2164,Macaca sinica,False
2165,Machilinus rupestris,False
2166,Maclura pomifera,False
2167,Macomopsis melo,True
2168,Macrocystis pyrifera,True
2169,Macroglossum stellatarum,False
2170,Macrolepiota procera,False
2171,Macronectes giganteus,True
2172,Macronemurus appendiculatus,False
2173,Macrophya montana,False
2174,Macropipus tuberculatus,True
2175,Macropodia longirostris,True
2176,Macroramphosus scolopax,True
2177,Macrorhynchia philippina,True
2178,Macroscytus brunneus,False
2179,Macrothylacia rubi,False
2180,Mactra glauca,True
2181,Mactra stultorum,True
2182,Madracis asperula,True
2183,Madracis pharensis,True
2184,Magallana gigas,True
2185,Magnolia grandiflora,False
2186,Maja crispata,True
2187,Maja squinado,True
2188,Malmgreniella,True
2189,Malpolon monspessulanus,False
2190,Malva sylvestris,False
2191,Malvaceae,True
2192,Malvaevora timida,False
2193,Mangelia multilineolata,True
2194,Mangelia striolata,True
2195,Mangora acalypha,False
2196,Maniola jurtina,False
2197,Mantella baroni,False
2198,Mantis religiosa,False
2199,Manupecten pesfelis,True
2200,Margaretta cereoides,True
2201,Marionia blainvillea,True
2202,Marmota marmota,False
2203,Marpissa nivoyi,False
2204,Marrubium vulgare,False
2205,Marshallora adversa,True
2206,Martes foina,False
2207,Marthasterias glacialis,True
2208,Matthiola sinuata,False
2209,Mauligobius maderensis,True
2210,Mauremys leprosa,False
2211,Mecyna asinalis,False
2212,Medicago arabica,False
2213,Medicago arborea,False
2214,Medicago lupulina,False
2215,Medicago marina,False
2216,Medicago minima,False
2217,Medicago orbicularis,False
2218,Medicago sativa,False
2219,Megabalanus azoricus,True
2220,Megachile,False
2221,Megachile albisecta,False
2222,Meganyctiphanes norvegica,True
2223,Megaptera novaeangliae,True
2224,Megascolia maculata,False
2225,Meiacanthus smithi,True
2226,Melanargia lachesis,False
2227,Melanargia occitanica,False
2228,Melanella boscii,True
2229,Melanochlamys miqueli,True
2230,Melanochlamys wildpretii,True
2231,Melanocorypha calandra,False
2232,Melanodera melanodera,False
2233,Melarhaphe neritoides,True
2234,Meles meles,False
2235,Melia azedarach,False
2236,Melianthus comosus,False
2237,Melica ciliata,False
2238,Melilotus albus,False
2239,Melissa officinalis,False
2240,Melitaea cinxia,False
2241,Melitaea deione,False
2242,Melitaea nevadensis,False
2243,Melopsittacus undulatus,False
2244,Menemerus semilimbatus,False
2245,Menemerus taeniatus,False
2246,Menophra harterti,False
2247,Menophra thuriferaria,False
2248,Mentha piperita,False
2249,Mentha suaveolens,False
2250,Mercurialis annua,False
2251,Merluccius merluccius,True
2252,Merops apiaster,False
2253,Merops orientalis,False
2254,Mesochaetopterus rogeri,True
2255,Mesophyllum expansum,True
2256,Messor,False
2257,Messor barbarus,False
2258,Metcalfa pruinosa,False
2259,Metellina segmentata,False
2260,Metopolophium dirhodum,False
2261,Microchirus azevia,True
2262,Microchirus theophila,True
2263,Microcosmus nudistigma,True
2264,Microcosmus polymorphus,True
2265,Microcosmus sabatieri,True
2266,Microeuraphia depressa,True
2267,Microlipophrys canevae,True
2268,Microlipophrys dalmatinus,True
2269,Microlipophrys nigriceps,True
2270,Micromelo undatus,True
2271,Micromeria graeca,False
2272,Micromesistius poutassou,True
2273,Micromphale brassicolens brassicolens,False
2274,Microporella appendiculata,True
2275,Milesia crabroniformis,False
2276,Millerigobius macrocephalus,True
2277,Milvago chimango,False
2278,Milvus migrans,False
2279,Milvus milvus,False
2280,Mimachlamys varia,True
2281,Mimas tiliae,False
2282,Mintho rufiventris,False
2283,Mirabilis jalapa,False
2284,Mirounga leonina,True
2285,Misopates orontium,False
2286,Misumena vatia,False
2287,Mitrella gervillii,True
2288,Mitrella ocellata,True
2289,Mitrella scripta,True
2290,Mitrocoma annae,True
2291,Mnemiopsis leidyi,True
2292,Modiolus adriaticus,True
2293,Moerella donacina,True
2294,Moerella pulchella,True
2295,Mola mola,True
2296,Molothrus bonariensis,False
2297,Monochirus hispidus,True
2298,Monopis crocicapitella,False
2299,Monoplex nicobaricus,True
2300,Monoplex parthenopeus,True
2301,Monticola solitarius,False
2302,Morchellium argus,True
2303,Mordellistena,False
2304,Moricandia arvensis,False
2305,Morus alba,False
2306,Morus bassanus,True
2307,Motacilla alba,False
2308,Motacilla cinerea,False
2309,Motacilla flava,False
2310,Motacilla flava cinereocapilla,False
2311,Mourgona borgninii,True
2312,Mugil cephalus,True
2313,Mugilidae,True
2314,Mulloidichthys flavolineatus,True
2315,Mulloidichthys vanicolensis,True
2316,Mullus barbatus,True
2317,Mullus surmuletus,True
2318,Mulsantereum maculifrons,False
2319,Muraena augusti,True
2320,Muraena helena,True
2321,Muricopsis cristata,True
2322,Mus musculus,False
2323,Musca domestica,False
2324,Muscari neglectum,False
2325,Muscicapa striata,False
2326,Musculus costulatus,True
2327,Musculus subpictus,True
2328,Mutinus caninus,False
2329,Myathropa florea,False
2330,Mycena pura,False
2331,Mycteroperca fusca,True
2332,Mycteroperca rubra,True
2333,Myiagra vanikorensis,False
2334,Myiopsitta monachus,False
2335,Myiozetetes similis,False
2336,Mylabris quadripunctata,False
2337,Myliobatis aquila,True
2338,Myoporum laetum,False
2339,Myoporum tenuifolium,False
2340,Myosotis,False
2341,Myosotis sylvatica,False
2342,Myrianida pinnigera,True
2343,Myriapora truncata,True
2344,Myrichthys pardalis,True
2345,Myrmicinae,False
2346,Myrmilla calva,False
2347,Myrtus communis,False
2348,Mythimna l-album,False
2349,Mythimna unipuncta,False
2350,Mytilaster minimus,True
2351,Mytilus edulis,True
2352,Mytilus galloprovincialis,True
2353,Myxicola infundibulum,True
2354,Myzomela jugularis,False
2355,Naiades cantrainii,True
2356,Nanocixius discrepans,False
2357,Nanomia bijuga,True
2358,Narcissia canariensis,True
2359,Narcissus assoanus,False
2360,Narcissus dubius,False
2361,Narcissus obsoletus,False
2362,Narcissus poeticus,False
2363,Narcissus pseudonarcissus,False
2364,Narcissus serotinus,False
2365,Narcissus tazetta,False
2366,Naria spurca,True
2367,Naso elegans,True
2368,Naso lituratus,True
2369,Nasturtium officinale,False
2370,Nasua nasua,False
2371,Natatolana borealis,True
2372,Natica adansoni,True
2373,Natica livida,True
2374,Naticarius hebraeus,True
2375,Natrix maura,False
2376,Naucrates ductor,True
2377,Nausithoe punctata,True
2378,Nebula ibericata,False
2379,Necora puber,True
2380,Nemalion helminthoides,False
2381,Nemertesia antennina,True
2382,Nemesignis banyulensis,True
2383,Neogoniolithon brassica-florida,True
2384,Neomonachus schauinslandi,False
2385,Neoniphon sammara,True
2386,Neoscona adianta,False
2387,Neotima lucullana,True
2388,Neoturris pileata,True
2389,Neovison vison,False
2390,Nephila clavipes,False
2391,Nephrops norvegicus,True
2392,Nephrotoma flavescens,False
2393,Nephthys,True
2394,Nephtys hombergii,True
2395,Nephtys kersivalensis,True
2396,Nereididae,True
2397,Nereiphylla paretti,True
2398,Nereis,True
2399,Nerium oleander,False
2400,Nerocila armata,True
2401,Nerocila bivittata,True
2402,Nerophis maculatus,True
2403,Nerophis ophidion,True
2404,Netta rufina,True
2405,Neverita josephinia,True
2406,Nezara viridula,False
2407,Nicotiana glauca,False
2408,Nigella damascena,False
2409,Nitophyllum punctatum,True
2410,Noctua pronuba,False
2411,Nola chlamitulalis,False
2412,Nomophila noctuella,False
2413,Nostoc commune,True
2414,Notoplana alcinoi,True
2415,Notospermus geniculatus,True
2416,Nuctenea umbratica,False
2417,Nucula hanleyi,True
2418,Nucula sulcata,True
2419,Numenius phaeopus,True
2420,Nuphar lutea,False
2421,Nyctanassa violacea,False
2422,Nycticorax nycticorax,False
2423,Nyctophila reichii,False
2424,Obelia,True
2425,Obelia dichotoma,True
2426,Obelia geniculata,True
2427,Oblada melanura,True
2428,Oceania armata,True
2429,Ocenebra edwardsii,True
2430,Ocenebra erinaceus,True
2431,Ochlodes sylvanus,False
2432,Ocinebrina aciculata,True
2433,Ocneria rubea,False
2434,Ocnus lacteus,True
2435,Ocnus planci,True
2436,Octopus vulgaris,True
2437,Oculina patagonica,True
2438,Ocyropsis crystallina,True
2439,Odiellus troguloides,False
2440,Odondebuenia balearica,True
2441,Odontites luteus,False
2442,Odontoscelis lineola,False
2443,Oedalechilus labeo,True
2444,Oedemera barbara,False
2445,Oedemera flavipes,False
2446,Oedemera nobilis,False
2447,Oedemeridae,False
2448,Oedipoda caerulescens,False
2449,Oedipoda caerulescens caerulescens,False
2450,Oenanthe hispanica,False
2451,Oenanthe oenanthe,False
2452,Oenopia conglobata,False
2453,Oenothera,False
2454,Oenothera biennis,False
2455,Oenothera glazioviana,False
2456,Oenothera rosea,False
2457,Oestergrenia digitata,True
2458,Okenia elegans,True
2459,Okenia longiductis,True
2460,Okenia mediterranea,True
2461,Okenia mica,True
2462,Okenia polycerelloides,True
2463,Okenia problematica,True
2464,Okenia zoobotryon,True
2465,Olea europaea,False
2466,Olindias muelleri,True
2467,Olios argelasius,False
2468,Omophlus rufitarsis,False
2469,Omphalotus olearius,False
2470,Onchidella celtica,True
2471,Onchidoris depressa,True
2472,Oncocera semirubella,False
2473,Onobrychis,False
2474,Onobrychis caput-galli,False
2475,Onobrychis supina,False
2476,Onobrychis viciifolia,False
2477,Ononis minutissima,False
2478,Ononis natrix,False
2479,Ononis reclinata,False
2480,Ononis spinosa,False
2481,Opeatogenys cadenati,True
2482,Opeatogenys gracilis,True
2483,Ophiactis savignyi,True
2484,Ophidiaster ophidianus,True
2485,Ophidion rochei,True
2486,Ophioblennius atlanticus,True
2487,Ophiocomina nigra,True
2488,Ophioderma longicauda,True
2489,Ophiopsila aranea,True
2490,Ophiothrix fragilis,True
2491,Ophisurus serpens,True
2492,Ophiura ophiura,True
2493,Ophrys apifera,False
2494,Ophrys fusca,False
2495,Ophrys fusca fusca,False
2496,Ophrys speculum,False
2497,Ophrys sphegodes,False
2498,Opuntia ficus-indica,False
2499,Orchestia gammarellus,True
2500,Orchis anthropophora,False
2501,Orchis coriophora,False
2502,Orcinus orca,True
2503,Orgyia antiqua,False
2504,Origanum vulgare,False
2505,Oriolus oriolus,False
2506,Ornithogalum narbonense,False
2507,Ornithogalum umbellatum,False
2508,Orobanche crenata,False
2509,Orobanche hederae,False
2510,Orthetrum brunneum,False
2511,Orthetrum cancellatum,False
2512,Orthezia urticae,False
2513,Orthotrichum,False
2514,Oryctes nasicornis,False
2515,Oryctolagus cuniculus,False
2516,Oryzopsis miliacea,False
2517,Oscarella,True
2518,Oscarella lobularis,True
2519,Osmia aurulenta,False
2520,Osmia caerulescens,False
2521,Osmia cornuta,False
2522,Osmia rufa,False
2523,Osmundaria volubilis,True
2524,Osmundea verlaquei,True
2525,Ostrea edulis,True
2526,Ostrea stentina,True
2527,Ostreopsis,True
2528,Osyris alba,False
2529,Otala punctata,False
2530,Otaria flavescens,True
2531,Otus scops,False
2532,Oudemansiella mucida,False
2533,Oulastrea crispata,True
2534,Ova canaliferus,True
2535,Oxalis articulata,False
2536,Oxalis corniculata,False
2537,Oxalis latifolia,False
2538,Oxalis pes-caprae,False
2539,Oxycarenus lavaterae,False
2540,Oxymonacanthus longirostris,True
2541,Oxynoe olivacea,True
2542,Oxyopes lineatus,False
2543,Oxythyrea funesta,False
2544,Pachycerianthus dohrni,True
2545,Pachycerianthus solitarius,True
2546,Pachygaster atra,False
2547,Pachygrapsus marmoratus,True
2548,Pachymatisma johnstonia,True
2549,Pachyxyphus lineellus,False
2550,Padina pavonica,True
2551,Paeonia officinalis,False
2552,Pagellus acarne,True
2553,Pagellus erythrinus,True
2554,Pagrus auriga,True
2555,Pagrus pagrus,True
2556,Paguristes eremita,True
2557,Pagurus anachoretus,True
2558,Pagurus cuanensis,True
2559,Pagurus prideaux,True
2560,Palaemon adspersus,True
2561,Palaemon elegans,True
2562,Palaemon macrodactylus,True
2563,Palaemon serratus,True
2564,Palaemon xiphias,True
2565,Palinurus elephas,True
2566,Palio nothus,True
2567,Pallenis spinosa,False
2568,Palmophyllum crassum,True
2569,Palomena prasina,False
2570,Palpita vitrealis,False
2571,Palythoa canariensis,True
2572,Palythoa caribaeorum,True
2573,Panaeolus semiovatus,False
2574,Pancratium maritimum,False
2575,Pandea conica,True
2576,Pandion haliaetus,True
2577,Pandion haliaetus haliaetus,False
2578,Panorpa meridionalis,False
2579,Papaver,False
2580,Papaver dubium,False
2581,Papaver hybridum,False
2582,Papaver rhoeas,False
2583,Papaver somniferum,False
2584,Papilio demolion,False
2585,Papilio machaon,False
2586,Papillicardium papillosum,True
2587,Parablennius,True
2588,Parablennius gattorugine,True
2589,Parablennius goreensis,True
2590,Parablennius incognitus,True
2591,Parablennius parvicornis,True
2592,Parablennius pilicornis,True
2593,Parablennius rouxi,True
2594,Parablennius sanguinolentus,True
2595,Parablennius tentacularis,True
2596,Parablennius zvonimiri,True
2597,Paracentrotus lividus,True
2598,Paracirrhites forsteri,True
2599,Paractaea monodi,True
2600,Paractinia striata,True
2601,Paracyathus pulchellus,True
2602,Paradoris indecora,True
2603,Paradrepanophorus crassus,True
2604,Paraflabellina gabinierei,True
2605,Paraflabellina ischitana,True
2606,Paraleucilla magna,True
2607,Paramola cuvieri,False
2608,Paramuricea clavata,True
2609,Paranemonia cinerea,True
2610,Paranthura,True
2611,Parapristipoma octolineatum,True
2612,Pararge aegeria,False
2613,Parascotia nisseni,False
2614,Parasola plicatilis,False
2615,Parasteatoda tepidariorum,False
2616,Parazoanthus axinellae,True
2617,Parentucellia viscosa,False
2618,Paridae,False
2619,Parmelia,True
2620,Parmotrema perlatum,False
2621,Parnassia palustris,False
2622,Parnassius apollo,False
2623,Paronychia,False
2624,Paronychia argentea,False
2625,Parophidion vassali,True
2626,Parthenocissus quinquefolia,False
2627,Parthenopoides massena,True
2628,Parupeneus barberinus,True
2629,Parus cristatus,False
2630,Parus major,False
2631,Parvicardium scriptum,True
2632,Parvocaulis polyphysoides,True
2633,Paspalum dilatatum,False
2634,Passer domesticus,False
2635,Passer montanus,False
2636,Passiflora caerulea,False
2637,Patella,True
2638,Patella aspera,True
2639,Patella caerulea,True
2640,Patella candei,True
2641,Patella crenata,True
2642,Patella ferruginea,True
2643,Patella rustica,True
2644,Patella ulyssiponensis,True
2645,Patella vulgata,True
2646,Patinella radiata,True
2647,Pavo cristatus,False
2648,Pawsonia saxicola,True
2649,Pecten jacobaeus,True
2650,Pegea confoederata,True
2651,Pegusa lascaris,True
2652,Peirates stridulus,False
2653,Pelagia noctiluca,True
2654,Pelecanus erythrorhynchos,True
2655,Pelecanus thagus,True
2656,Pelodytes punctatus,False
2657,Pelophylax perezi,False
2658,Peltodoris atromaculata,True
2659,Peltodoris punctifera,True
2660,Pelvetia canaliculata,True
2661,Penaeus kerathurus,True
2662,Peniculus fistula,True
2663,Pennaria disticha,True
2664,Pennatula rubra,True
2665,Pennellidae,True
2666,Pennisetum villosum,False
2667,Pentapora fascialis,True
2668,Pentatoma rufipes,False
2669,Peracle reticulata,True
2670,Percnon gibbesi,True
2671,Percultazonaria encinasi,True
2672,Perforatus perforatus,True
2673,Peribalus strictus,False
2674,Pericelis cata,True
2675,Periclimenes aegylios,True
2676,Periclimenes amethysteus,True
2677,Periclimenes sagittifer,True
2678,Periclimenes scriptus,True
2679,Peridroma saucia,False
2680,Periparus ater,False
2681,Perna perna,True
2682,Pernis apivorus,False
2683,Peronaea planata,True
2684,Peronidia albicans,True
2685,Perovskia atriplicifolia,False
2686,Petalifera petalifera,True
2687,Petronia petronia,False
2688,Petrorhagia prolifera,False
2689,Petrosia ficiformis,True
2690,Peyssonnelia,True
2691,Peyssonnelia rosa-marina,True
2692,Peyssonnelia squamaria,True
2693,Pezotettix giornae,False
2694,Phacellophora camtschatica,True
2695,Phagnalon saxatile,False
2696,Phalacrocorax aristotelis,True
2697,Phalacrocorax atriceps,True
2698,Phalacrocorax brasilianus,True
2699,Phalacrocorax capillatus,True
2700,Phalacrocorax carbo,True
2701,Phalacrocorax magellanicus,True
2702,Phalacrocorax varius,True
2703,Phalangium opilio,False
2704,Phalcoboenus australis,False
2705,Phallusia fumigata,True
2706,Phallusia mammillata,True
2707,Phaneroptera,False
2708,Phaneroptera nana,False
2709,Phaonia subventa,False
2710,Phascolosoma granulatum,True
2711,Phasianus colchicus,False
2712,Phellinus torulosus,False
2713,Phellodon niger,False
2714,Phidiana lynceus,True
2715,Phigys solitarius,False
2716,Philanthus triangulum,False
2717,Philine catena,True
2718,Philine quadripartita,True
2719,Philinopsis depicta,True
2720,Phillyrea angustifolia,False
2721,Phillyrea latifolia,False
2722,Philocheras,True
2723,Philocheras bispinosus,True
2724,Philocheras fasciatus,True
2725,Philocheras trispinosus,True
2726,Philomachus pugnax,True
2727,Phlogophora meticulosa,False
2728,Phlomis,False
2729,Phlomis lychnitis,False
2730,Phoca vitulina,True
2731,Phoenicopterus andinus,False
2732,Phoenicopterus chilensis,True
2733,Phoenicopterus jamesi,False
2734,Phoenicopterus ruber,True
2735,Phoenicurus ochruros,False
2736,Phoenicurus phoenicurus,False
2737,Phoenix dactylifera,False
2738,Pholcus phalangioides,False
2739,Pholidoptera griseoaptera,False
2740,Phorbas,True
2741,Phorbas fictitius,True
2742,Phorbas tenacior,True
2743,Phorbas topsenti,True
2744,Phorcus atratus,True
2745,Phorcus richardi,True
2746,Phorcus turbinatus,True
2747,Phormium tenax,False
2748,Phoronis australis,True
2749,Phoronis hippocrepia,True
2750,Phoronis psammophila,True
2751,Phragmatobia fuliginosa,False
2752,Phragmidium violaceum,False
2753,Phragmites australis,True
2754,Phronima sedentaria,True
2755,Phrosina semilunata,True
2756,Phrygilus fruticeti,False
2757,Phrygilus patagonicus,False
2758,Phtisica marina,True
2759,Phycis blennoides,True
2760,Phycis phycis,True
2761,Phyllangia americana mouchezii,True
2762,Phyllaplysia lafonti,True
2763,Phyllariopsis brevipes,True
2764,Phyllidia flava,True
2765,Phylliroe bucephala,True
2766,Phylliroe lichtensteinii,True
2767,Phyllochaetopterus,True
2768,Phyllodoce,True
2769,Phyllognathus excavatus,False
2770,Phyllomorpha laciniata,False
2771,Phyllophora crispa,True
2772,Phylloporia ribis,False
2773,Phyllorhiza punctata,True
2774,Phylloscopus bonelli,False
2775,Phylloscopus collybita,False
2776,Phylloscopus sibilatrix,False
2777,Phylloscopus trochilus,False
2778,Phyllotopsis nidulans,False
2779,Phyllotreta undulata,False
2780,Phylo foetida,True
2781,Phymanthus pulcher,True
2782,Phymatolithon calcareum,True
2783,Physalia physalis,True
2784,Physcia adscendens,False
2785,Physophora hydrostatica,True
2786,Phytoecia virgula,False
2787,Phytolacca americana,False
2788,Phytotoma rara,False
2789,Pica pica,False
2790,Picus viridis,False
2791,Picus viridis sharpei,False
2792,Pieris brassicae,False
2793,Pieris napi,False
2794,Pieris rapae,False
2795,Piezodorus lituratus,False
2796,Pilumnus hirtellus,True
2797,Pilumnus spinifer,True
2798,Pilumnus villosissimus,True
2799,Pinna nobilis,True
2800,Pinna rudis,True
2801,Pinnotheres bicristatus,True
2802,Pinnotheres pisum,True
2803,Pinus,False
2804,Pinus halepensis,False
2805,Pinus pinaster,False
2806,Pinus pinea,False
2807,Pinus sylvestris,False
2808,Pirimela denticulata,True
2809,Pisa tetraodon,True
2810,Pisania striata,True
2811,Pisaura mirabilis,False
2812,Piseinotecus soussi,True
2813,Piseinotecus sphaeriferus,True
2814,Pisidia bluteli,True
2815,Pisidia longicornis,True
2816,Pisinna glabrata,True
2817,Pisolithus arhizus,False
2818,Pistacia lentiscus,False
2819,Pistacia terebinthus,False
2820,Pitar rudis,True
2821,Pittosporum heterophyllum,False
2822,Pittosporum tobira,False
2823,Placida cremoniana,True
2824,Placida dendritica,True
2825,Placida tardyi,True
2826,Placida verticillata,False
2827,Placida viridis,True
2828,Plagiolepis schmitzii,False
2829,Plagiotrochus quercusilicis,False
2830,Plagusia depressa,True
2831,Planes minutus,True
2832,Planocera ceratommata,True
2833,Planocera graffi,True
2834,Plantago,False
2835,Plantago coronopus,False
2836,Plantago lanceolata,False
2837,Plantago major,False
2838,Plantago media,False
2839,Plantago sempervirens,False
2840,Platalea leucorodia,True
2841,Platanus,False
2842,Platanus hispanica,False
2843,Platax orbicularis,True
2844,Platichthys flesus,True
2845,Platoma cyclocolpa,True
2846,Platybelone argalus,True
2847,Platycapnos spicata,False
2848,Platycleis sabulosa,False
2849,Platycnemis latipes,False
2850,Platydoris argo,True
2851,Platypodiella picta,True
2852,Plectrophenax nivalis,False
2853,Plegadis falcinellus,True
2854,Pleraplysilla spinifera,True
2855,Plesionika narval,True
2856,Pleurobranchaea meckeli,True
2857,Pleurobranchus crossei,True
2858,Pleurobranchus membranaceus,True
2859,Pleurobranchus reticulatus,True
2860,Pleurobranchus testudinarius,True
2861,Pleurochaete squarrosa,False
2862,Pleuroptya ruralis,False
2863,Pleurota aristella,False
2864,Pleurotus ostreatus,False
2865,Plocamium,True
